user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
9129,50.0,Female,Tablet,26.93,19,9,7,0,1,1,18.36,6.0,1
9130,51.0,Male,Mobile,6.31,9,3,5,1,0,1,22.4,56.29,1
9131,36.0,Female,Mobile,3.01,3,0,0,1,0,0,6.93,89.38,0
9132,34.0,Female,Mobile,16.06,18,7,5,0,1,1,36.98,39.26,1
9133,19.0,Male,Mobile,13.72,6,3,2,1,0,1,18.12,56.73,1
9134,44.0,Female,Mobile,8.28,6,5,2,1,1,1,14.79,55.17,1
9135,54.0,Female,Desktop,27.02,13,7,4,1,0,1,25.11,28.29,1
9136,31.0,Female,Mobile,12.39,10,3,3,0,1,1,12.22,31.42,1
9137,36.0,Male,Mobile,17.05,14,11,4,1,0,1,22.53,31.92,1
9138,42.0,Female,Mobile,9.5,11,5,3,1,0,1,12.19,40.17,1
9139,55.0,Male,Mobile,13.75,7,2,1,1,0,0,19.76,32.97,1
9140,39.0,Female,Desktop,27.32,11,10,4,1,0,1,16.28,38.5,1
9141,39.0,Female,Mobile,8.03,7,5,3,1,0,1,19.43,49.38,1
9142,39.0,Male,Desktop,2.96,2,1,0,0,1,0,5.79,90.69,1
9143,23.0,Male,Mobile,11.87,4,1,5,1,0,0,9.61,74.47,0
9144,,Male,Mobile,13.14,8,2,1,0,1,0,8.89,68.14,1
9145,29.0,Female,Tablet,27.0,16,8,7,0,0,1,33.97,22.81,1
9146,48.0,Male,Mobile,10.63,9,3,2,0,1,1,19.81,44.74,1
9147,34.0,Female,Mobile,14.08,5,4,3,0,0,1,10.38,41.22,1
9148,32.0,Female,Desktop,10.57,8,2,1,0,1,0,9.21,38.41,1
9149,32.0,Male,Mobile,8.59,6,5,1,1,1,1,11.13,43.11,1
9150,36.0,Female,Mobile,11.92,7,5,3,0,0,1,19.45,56.57,1
9151,55.0,Female,Desktop,17.03,8,2,2,1,0,0,17.28,35.11,1
9152,36.0,Female,Mobile,14.36,7,5,2,1,1,1,18.53,56.9,1
9153,30.0,Female,Mobile,3.27,4,0,0,1,0,0,5.53,85.95,0
9154,38.0,Male,Mobile,11.65,10,5,1,0,1,1,16.42,64.54,1
9155,55.0,Female,Desktop,4.1,4,0,0,1,0,0,4.78,82.31,1
9156,32.0,Female,Mobile,3.64,2,1,0,0,1,0,3.24,91.29,0
9157,26.0,Male,Mobile,12.21,3,2,5,1,1,0,10.79,66.28,1
9158,32.0,Male,Tablet,17.35,17,9,3,1,0,1,32.23,33.53,1
9159,39.0,Female,Tablet,18.84,13,8,7,1,0,1,27.95,36.7,1
9160,44.0,Male,Mobile,17.45,8,3,2,1,0,1,11.81,57.89,1
9161,48.0,Male,Mobile,5.73,5,3,3,0,0,1,17.81,51.88,1
9162,27.0,Female,Desktop,20.77,11,11,5,0,1,1,17.14,38.27,1
9163,28.0,Male,Mobile,26.56,13,5,7,0,0,1,30.22,30.27,1
9164,34.0,Female,Desktop,13.22,5,3,2,0,0,1,19.96,57.85,1
9165,44.0,Female,Mobile,8.1,9,2,4,0,0,0,23.32,53.93,0
9166,25.0,Female,Desktop,17.24,18,12,7,1,1,1,23.82,12.63,1
9167,31.0,Male,Mobile,14.46,8,5,2,0,0,1,17.65,77.22,1
9168,32.0,Female,Tablet,6.58,3,0,0,0,1,0,6.6,78.02,0
9169,47.0,Female,Mobile,12.68,8,5,1,0,0,1,9.65,32.1,1
9170,43.0,Female,Mobile,9.67,7,4,1,0,1,1,17.09,61.02,1
9171,47.0,Male,Desktop,13.93,11,2,2,1,0,0,9.22,58.22,1
9172,51.0,Male,Mobile,9.92,6,4,2,1,0,1,24.61,70.51,1
9173,34.0,Female,Mobile,5.47,4,1,0,1,1,0,6.04,95.52,0
9174,26.0,Female,Tablet,3.18,4,0,0,1,1,0,4.78,88.36,0
9175,26.0,Male,Mobile,14.8,9,4,2,1,0,1,17.57,33.19,1
9176,19.0,Female,Desktop,5.14,3,0,0,0,0,0,7.49,80.15,0
9177,33.0,Male,Mobile,6.12,4,1,0,1,1,0,3.83,84.9,1
9178,34.0,Female,Desktop,24.58,11,12,4,1,0,1,38.19,39.36,1
9179,45.0,Male,Mobile,11.11,6,3,2,1,0,1,10.06,33.14,1
9180,38.0,Female,Mobile,2.71,2,0,0,1,0,0,2.09,70.2,0
9181,33.0,Female,Desktop,16.14,5,4,1,0,0,1,14.61,31.35,1
9182,36.0,Male,Mobile,8.61,10,3,2,1,0,1,11.88,56.09,1
9183,27.0,Male,Tablet,6.01,4,1,0,0,0,0,5.57,76.34,0
9184,48.0,Male,Desktop,25.9,17,7,3,1,1,1,29.43,12.18,1
9185,30.0,Female,Desktop,22.04,18,6,6,1,0,1,35.22,5.2,1
9186,26.0,Male,Mobile,29.88,18,7,8,1,0,1,33.48,24.83,1
9187,46.0,Male,Mobile,21.85,19,13,3,0,0,1,28.08,38.04,1
9188,43.0,Male,Mobile,5.71,2,1,0,1,1,0,3.32,86.74,0
9189,20.0,Male,Mobile,4.37,8,4,5,1,1,1,20.48,37.33,1
9190,46.0,Male,Mobile,23.31,17,8,7,0,1,1,17.79,30.26,1
9191,30.0,Male,Tablet,10.41,9,1,4,1,0,0,14.1,53.33,1
9192,34.0,Female,Mobile,7.25,2,1,0,1,1,0,2.75,83.86,1
9193,39.0,Male,Desktop,10.36,5,5,6,1,1,1,6.71,66.27,1
9194,43.0,Male,Mobile,22.69,19,10,6,0,0,1,38.83,37.18,1
9195,42.0,Male,Mobile,17.65,13,7,3,0,0,1,17.61,32.52,1
9196,37.0,Female,Mobile,5.74,1,1,0,0,1,0,5.11,99.96,0
9197,33.0,Male,Mobile,24.51,12,13,5,1,0,1,24.1,27.37,1
9198,42.0,Female,Desktop,4.37,5,4,2,0,0,1,12.43,67.78,1
9199,36.0,Male,Tablet,28.01,13,12,6,0,1,1,27.34,35.24,1
9200,56.0,Female,Mobile,12.34,7,4,3,0,1,1,15.5,58.61,1
9201,43.0,Male,Desktop,3.67,4,2,6,1,1,0,9.14,68.31,1
9202,28.0,Female,Mobile,15.39,11,2,2,1,0,0,15.73,66.02,1
9203,33.0,Female,Mobile,16.2,7,2,2,0,1,0,9.92,43.02,1
9204,,Male,Mobile,17.74,11,3,3,1,0,1,16.29,57.96,1
9205,50.0,Female,Desktop,10.16,7,3,2,1,0,1,12.54,63.57,1
9206,52.0,Male,Mobile,2.6,4,1,0,0,0,0,7.7,83.09,0
9207,34.0,Female,Mobile,12.66,6,2,2,0,0,0,17.62,54.86,1
9208,28.0,Female,Mobile,19.32,13,8,8,0,1,1,39.86,38.43,1
9209,27.0,Female,Tablet,23.55,11,8,3,0,0,1,30.51,23.4,1
9210,40.0,Female,Desktop,15.29,6,4,1,0,1,1,10.26,63.15,1
9211,60.0,Male,Mobile,5.84,5,3,3,0,0,1,12.0,30.99,1
9212,43.0,Male,Tablet,9.93,6,4,4,1,1,1,8.72,36.72,1
9213,22.0,Male,Mobile,5.0,4,0,0,1,0,0,2.77,92.24,0
9214,30.0,Female,Mobile,17.47,10,4,2,1,1,1,10.46,31.62,1
9215,31.0,Female,Mobile,7.77,3,1,0,1,0,0,5.59,78.42,0
9216,29.0,Male,Mobile,10.07,11,3,1,1,0,1,15.14,60.2,1
9217,34.0,Male,Mobile,8.05,8,4,2,1,1,1,14.28,47.1,1
9218,41.0,Male,Mobile,11.16,7,1,3,1,0,0,21.93,21.31,1
9219,44.0,Female,Tablet,19.22,12,5,5,1,1,1,31.75,15.64,1
9220,48.0,Female,Mobile,5.97,1,1,0,0,0,0,4.5,98.9,0
9221,43.0,Male,Mobile,7.21,4,0,0,0,1,0,2.44,82.29,1
9222,18.0,Male,Mobile,13.94,7,4,1,1,0,1,10.47,38.65,1
9223,27.0,Male,Desktop,15.15,5,3,3,1,1,1,17.83,37.93,1
9224,36.0,Female,Tablet,12.56,5,5,2,1,1,1,17.77,54.24,1
9225,39.0,Female,Mobile,7.02,7,4,3,1,1,1,9.56,79.96,1
9226,46.0,Male,Desktop,5.6,4,2,4,0,1,0,9.82,20.29,1
9227,38.0,Male,Mobile,16.59,6,4,2,0,1,1,8.75,34.07,1
9228,38.0,Female,Mobile,3.2,9,3,3,0,1,1,14.5,56.66,1
9229,40.0,Male,Mobile,8.01,7,2,2,1,0,0,16.89,58.48,1
9230,35.0,Male,Mobile,20.38,11,7,5,1,1,1,32.87,30.04,1
9231,38.0,Male,Mobile,12.2,10,4,3,0,1,1,11.26,55.2,1
9232,49.0,Female,Desktop,4.21,1,1,0,1,1,0,2.71,77.98,0
9233,37.0,Male,Mobile,11.49,3,2,4,0,0,0,15.59,72.19,1
9234,37.0,Female,Tablet,9.38,11,5,2,0,1,1,18.25,41.91,1
9235,37.0,Male,Tablet,19.09,11,13,5,1,0,1,28.68,25.08,1
9236,50.0,Female,Mobile,9.01,8,2,1,0,1,0,10.08,57.13,1
9237,26.0,Female,Mobile,2.92,2,1,0,0,0,0,6.51,73.39,1
9238,55.0,Male,Mobile,2.33,2,0,0,1,0,0,7.96,88.03,0
9239,26.0,Female,Mobile,14.78,7,5,3,0,1,1,9.33,52.1,1
9240,31.0,Female,Tablet,24.16,18,10,8,1,1,1,35.04,16.87,1
9241,45.0,Male,Mobile,10.43,6,5,2,1,0,1,18.92,66.86,1
9242,48.0,Male,Mobile,15.94,19,12,6,1,0,1,27.78,34.81,1
9243,23.0,Female,Mobile,22.92,11,8,8,0,1,1,24.93,33.32,1
9244,27.0,Male,Desktop,15.96,19,6,5,0,1,1,23.16,12.73,1
9245,40.0,Male,Mobile,10.72,11,2,2,1,0,0,17.54,35.02,1
9246,60.0,Male,Desktop,4.46,5,3,6,1,0,1,18.68,31.26,1
9247,50.0,Male,Mobile,15.9,9,4,2,1,1,1,8.61,57.17,1
9248,35.0,Male,Tablet,11.92,11,2,1,0,1,0,19.6,38.3,1
9249,18.0,Male,Tablet,6.4,1,1,0,0,1,0,5.84,87.98,0
9250,38.0,Male,Desktop,16.01,5,4,3,0,0,1,13.06,45.79,1
9251,41.0,Female,Mobile,3.13,3,0,0,0,1,0,5.99,82.05,0
9252,34.0,Male,Mobile,24.04,11,5,3,0,0,1,20.51,37.04,1
9253,29.0,Male,Tablet,6.32,4,1,0,0,0,0,5.22,91.08,0
9254,39.0,Male,Desktop,14.52,8,3,2,1,0,1,18.41,43.69,1
9255,28.0,Male,Mobile,27.54,19,7,6,0,0,1,19.92,16.83,1
9256,56.0,Male,Mobile,11.67,7,2,2,0,1,0,14.81,51.62,1
9257,53.0,Male,Mobile,6.45,2,1,0,0,1,0,3.41,72.69,0
9258,44.0,Female,Desktop,4.46,4,0,0,1,1,0,7.26,78.44,0
9259,38.0,Male,Mobile,21.09,14,12,8,1,1,1,26.9,17.17,1
9260,31.0,Female,Desktop,5.45,2,1,0,1,1,0,5.79,97.8,0
9261,37.0,Female,Desktop,8.1,11,3,1,1,0,1,10.01,66.77,1
9262,54.0,Female,Mobile,13.74,10,5,1,1,0,1,15.29,54.29,1
9263,46.0,Female,Tablet,15.63,11,5,3,0,1,1,36.45,34.58,1
9264,40.0,Male,Desktop,17.5,18,12,7,1,0,1,30.36,24.07,1
9265,47.0,Male,Mobile,21.45,19,12,3,0,1,1,34.13,34.32,1
9266,43.0,Male,Tablet,5.06,1,1,0,1,1,0,3.25,70.38,1
9267,41.0,Female,Desktop,9.87,8,5,1,1,0,1,9.32,64.8,1
9268,47.0,Male,Desktop,16.15,8,3,2,1,0,1,10.58,64.54,1
9269,43.0,Female,Mobile,7.97,2,0,0,1,0,0,4.91,94.32,0
9270,46.0,Female,Mobile,9.91,6,3,3,0,0,1,11.85,38.85,1
9271,39.0,Male,Desktop,17.37,6,2,1,0,1,0,18.77,54.37,1
9272,35.0,Female,Mobile,14.21,9,2,2,1,0,0,17.83,37.25,1
9273,32.0,Male,Mobile,15.05,15,13,6,1,0,1,37.2,20.73,1
9274,31.0,Female,Tablet,13.61,6,3,2,0,0,1,19.08,46.94,1
9275,21.0,Female,Mobile,24.79,13,12,8,0,0,1,15.4,27.04,1
9276,28.0,Male,Mobile,17.19,6,2,3,1,1,0,19.73,67.7,1
9277,28.0,Female,Desktop,14.3,6,4,1,1,0,1,14.34,45.91,1
9278,32.0,Male,Mobile,13.01,7,4,2,0,1,1,19.1,37.0,1
9279,53.0,Male,Mobile,3.27,3,0,0,0,1,0,6.94,92.11,1
9280,36.0,Male,Tablet,4.13,2,1,0,1,0,0,6.93,83.3,0
9281,40.0,Female,Desktop,14.57,7,2,2,1,0,0,14.06,42.92,1
9282,40.0,Male,Mobile,14.54,7,1,6,0,0,0,17.82,50.04,1
9283,53.0,Male,Desktop,26.48,10,5,8,1,0,1,26.84,20.72,1
9284,32.0,Male,Mobile,6.26,2,1,0,0,0,0,5.71,73.91,0
9285,35.0,Male,Mobile,17.75,16,12,7,1,0,1,23.49,28.83,1
9286,36.0,Female,Mobile,23.81,17,12,5,0,0,1,26.72,16.13,1
9287,49.0,Male,Mobile,22.85,11,6,6,0,1,1,37.19,34.77,1
9288,51.0,Male,Desktop,23.07,17,11,8,1,0,1,17.62,36.35,1
9289,42.0,Male,Mobile,14.78,6,4,1,0,0,1,19.66,34.45,1
9290,50.0,Male,Mobile,6.29,2,1,0,0,0,0,4.72,96.68,0
9291,39.0,Male,Mobile,9.86,6,3,1,1,0,1,18.96,41.7,1
9292,36.0,Female,Mobile,9.81,9,4,2,0,0,1,10.6,36.59,1
9293,49.0,Male,Tablet,17.88,5,3,3,1,0,1,17.42,60.71,1
9294,42.0,Female,Mobile,14.16,11,5,3,1,0,1,17.72,53.73,1
9295,30.0,Male,Mobile,12.31,9,1,4,1,0,0,12.19,26.85,1
9296,47.0,Female,Mobile,13.16,8,4,5,1,0,1,12.88,54.39,1
9297,35.0,Male,Mobile,14.16,7,1,2,1,0,0,13.33,79.21,1
9298,34.0,Female,Mobile,21.91,16,9,8,1,0,1,32.94,20.47,1
9299,46.0,Female,Mobile,8.96,9,3,3,1,0,1,21.12,64.98,1
9300,37.0,Male,Desktop,4.62,1,0,0,1,1,0,4.4,87.25,1
9301,41.0,Female,Desktop,14.39,5,5,2,1,1,1,14.64,35.77,1
9302,44.0,Male,Desktop,10.83,8,2,2,0,0,0,14.34,58.76,1
9303,30.0,Male,Desktop,27.17,10,12,8,0,0,1,32.91,16.08,1
9304,41.0,Female,Mobile,14.53,5,3,1,0,1,1,10.73,63.91,1
9305,51.0,Female,Desktop,24.24,12,13,6,1,0,1,37.87,33.25,1
9306,28.0,Female,Mobile,2.91,1,1,0,0,1,0,7.2,70.86,0
9307,42.0,Male,Mobile,13.46,7,2,2,1,0,0,11.23,37.26,1
9308,29.0,Female,Mobile,26.04,10,9,8,0,0,1,37.94,10.66,1
9309,48.0,Female,Mobile,7.19,4,0,0,0,0,0,6.92,79.87,0
9310,48.0,Female,Mobile,17.72,8,4,1,1,0,1,18.78,47.13,1
9311,34.0,Male,Mobile,15.08,8,3,2,0,1,1,17.11,38.47,1
9312,60.0,Male,Tablet,9.93,8,2,2,1,1,0,17.94,31.55,1
9313,49.0,Female,Desktop,17.36,18,9,5,1,0,1,38.34,35.91,1
9314,45.0,Female,Mobile,14.0,9,5,3,0,0,1,15.33,52.95,1
9315,44.0,Female,Mobile,14.55,10,2,3,1,0,0,18.08,37.98,1
9316,47.0,Male,Mobile,2.98,4,1,0,0,1,0,5.96,71.99,1
9317,28.0,Female,Mobile,26.48,11,8,4,0,1,1,32.15,25.51,1
9318,39.0,Female,Mobile,15.23,11,5,1,0,0,1,15.76,61.27,1
9319,41.0,Male,Desktop,22.57,17,9,4,1,0,1,26.25,23.65,1
9320,33.0,Male,Mobile,21.38,18,6,5,0,0,1,34.71,21.59,1
9321,42.0,Female,Mobile,7.66,3,0,0,1,0,0,7.52,74.06,0
9322,50.0,Female,Tablet,14.49,3,1,5,0,1,0,13.29,62.77,1
9323,33.0,Male,Mobile,18.31,18,10,6,1,1,1,21.08,24.03,1
9324,37.0,Female,Mobile,15.27,6,3,3,0,0,1,10.19,38.57,1
9325,29.0,Male,Mobile,5.71,1,1,0,1,0,0,4.63,95.98,1
9326,20.0,Female,Mobile,11.23,7,5,4,1,0,1,17.67,43.7,1
9327,45.0,Female,Desktop,27.59,13,7,6,1,1,1,38.31,7.05,1
9328,37.0,Female,Desktop,7.38,1,1,0,0,1,0,7.07,99.05,0
9329,38.0,Male,Mobile,10.11,9,3,2,0,1,1,9.72,30.82,1
9330,28.0,Female,Mobile,27.63,16,10,3,0,0,1,33.66,21.34,1
9331,36.0,Male,Desktop,27.72,10,6,3,0,0,1,17.95,26.43,1
9332,48.0,Female,Mobile,28.62,12,6,6,1,1,1,21.42,5.85,1
9333,38.0,Male,Mobile,12.31,11,5,2,1,0,1,10.0,53.03,1
9334,38.0,Female,Tablet,25.54,13,5,3,0,1,1,20.97,19.68,1
9335,40.0,Male,Desktop,12.5,5,5,3,1,1,1,11.4,37.19,1
9336,25.0,Male,Desktop,7.27,1,1,0,1,0,0,2.61,81.57,1
9337,44.0,Female,Mobile,15.7,11,5,3,1,1,1,22.29,31.63,1
9338,25.0,Male,Mobile,7.48,4,4,5,1,1,1,15.08,76.26,1
9339,28.0,Female,Tablet,15.21,5,3,2,1,1,1,15.33,34.02,0
9340,27.0,Female,Mobile,9.7,8,2,2,0,0,0,9.01,65.96,1
9341,36.0,Female,Mobile,23.76,19,11,7,1,0,1,20.33,27.69,1
9342,34.0,Male,Mobile,9.01,11,3,2,1,1,1,13.21,34.25,1
9343,37.0,Female,Mobile,15.09,13,12,8,1,1,1,34.7,9.5,1
9344,28.0,Female,Mobile,17.85,11,11,7,0,0,1,19.05,23.49,1
9345,48.0,Female,Mobile,4.97,1,1,0,0,0,0,2.16,95.4,0
9346,46.0,Male,Mobile,5.24,4,1,3,0,0,0,10.82,76.66,1
9347,36.0,Female,Mobile,18.38,18,13,8,1,1,1,32.75,21.74,1
9348,33.0,Female,Mobile,4.9,8,2,4,0,1,0,13.29,53.47,1
9349,32.0,Female,Mobile,27.04,14,8,6,0,0,1,28.68,14.32,1
9350,34.0,Female,Mobile,10.87,8,2,2,1,0,0,17.51,59.08,1
9351,23.0,Male,Mobile,6.98,4,1,0,1,0,0,3.71,91.98,0
9352,28.0,Female,Mobile,15.52,11,2,1,1,1,0,12.94,57.75,1
9353,46.0,Female,Mobile,3.75,5,1,2,1,0,0,13.29,26.81,1
9354,41.0,Female,Mobile,7.23,1,0,0,1,0,0,3.39,80.1,0
9355,54.0,Male,Mobile,5.24,4,1,0,1,0,0,2.08,98.77,0
9356,35.0,Female,Mobile,29.18,12,13,8,1,1,1,35.44,14.23,1
9357,34.0,Female,Tablet,25.49,12,13,3,1,0,1,35.35,12.84,1
9358,33.0,Female,Mobile,6.76,1,0,0,1,0,0,3.0,71.15,1
9359,34.0,Female,Desktop,8.69,9,3,4,1,1,1,21.33,42.67,1
9360,31.0,Female,Desktop,28.47,12,12,4,0,0,1,38.62,29.0,1
9361,40.0,Female,Mobile,9.1,9,2,1,1,1,0,9.73,46.39,1
9362,38.0,Male,Mobile,19.64,16,11,5,1,1,1,20.81,18.97,1
9363,32.0,Male,Mobile,17.15,8,3,1,0,0,1,18.89,64.86,1
9364,50.0,Female,Mobile,6.47,1,1,0,1,0,0,6.37,77.5,0
9365,56.0,Male,Desktop,13.02,5,5,2,0,1,1,19.54,60.88,1
9366,49.0,Male,Desktop,9.48,7,3,1,1,0,1,16.11,41.74,1
9367,43.0,Male,Mobile,15.98,9,3,2,0,0,1,11.82,61.73,1
9368,45.0,Female,Mobile,26.26,14,11,4,1,1,1,19.84,32.0,1
9369,56.0,Female,Mobile,27.21,12,5,4,0,0,1,39.85,14.91,1
9370,45.0,Male,Mobile,16.57,5,2,3,1,0,0,14.95,32.18,1
9371,32.0,Female,Mobile,26.06,11,10,7,1,1,1,22.14,32.97,1
9372,41.0,Male,Mobile,2.86,4,1,0,1,0,0,2.68,73.21,0
9373,44.0,Female,Mobile,5.1,1,0,0,1,1,0,6.12,96.78,0
9374,28.0,Male,Tablet,4.15,9,1,4,0,0,0,24.65,65.14,0
9375,35.0,Female,Desktop,7.37,4,1,0,1,0,0,8.0,85.75,0
9376,49.0,Female,Mobile,5.75,2,0,0,0,1,0,5.84,75.45,0
9377,19.0,Male,Mobile,15.2,12,5,8,0,0,1,39.49,14.06,0
9378,25.0,Female,Mobile,16.66,7,5,1,1,1,1,10.33,57.07,1
9379,36.0,Female,Desktop,12.65,8,5,5,1,0,1,14.6,48.14,1
9380,41.0,Male,Mobile,11.82,9,5,2,0,1,1,17.83,36.8,1
9381,24.0,Female,Mobile,7.47,3,1,0,1,1,0,3.31,90.43,0
9382,36.0,Male,Desktop,14.38,6,5,1,1,0,1,8.1,47.11,1
9383,49.0,Male,Mobile,14.5,11,4,3,0,0,1,10.35,44.17,1
9384,38.0,Male,Mobile,12.61,8,3,3,1,1,1,11.74,65.32,1
9385,47.0,Male,Tablet,12.94,11,4,3,1,0,1,12.61,50.86,1
9386,32.0,Female,Mobile,10.91,9,5,2,0,0,1,15.11,26.05,1
9387,29.0,Female,Desktop,4.16,4,1,5,1,1,0,22.58,22.34,1
9388,46.0,Male,Tablet,9.66,6,3,2,0,1,1,13.76,45.17,1
9389,41.0,Female,Mobile,11.24,8,5,1,0,0,1,10.13,52.47,1
9390,26.0,Female,Desktop,10.55,7,5,1,0,0,1,11.24,38.35,1
9391,29.0,Female,Mobile,3.03,3,3,4,0,0,1,24.21,66.94,1
9392,53.0,Female,Desktop,5.57,3,5,3,1,0,1,19.88,56.95,1
9393,28.0,Male,Mobile,2.57,4,1,0,1,1,0,3.68,73.26,1
9394,47.0,Female,Tablet,26.17,18,8,3,0,1,1,29.13,19.61,1
9395,33.0,Male,Mobile,12.57,10,3,1,1,1,1,17.88,58.69,1
9396,37.0,Male,Mobile,7.55,3,0,0,1,1,0,4.47,89.38,0
9397,40.0,Female,Desktop,3.38,3,1,0,0,0,0,7.09,72.94,0
9398,18.0,Female,Mobile,8.11,6,5,2,1,0,1,8.57,67.44,1
9399,23.0,Female,Mobile,11.19,8,5,1,1,0,1,13.38,59.56,1
9400,38.0,Male,Mobile,7.2,2,1,0,1,1,0,6.19,98.75,0
9401,30.0,Male,Mobile,22.39,15,6,7,0,0,1,25.49,14.84,1
9402,47.0,Female,Mobile,13.08,5,2,1,1,0,0,17.87,41.63,1
9403,21.0,Female,Desktop,14.3,5,3,1,1,1,1,19.4,57.13,1
9404,43.0,Male,Mobile,8.96,8,5,3,1,0,1,12.36,32.46,1
9405,24.0,Male,Mobile,2.51,2,0,0,1,0,0,3.45,95.58,0
9406,34.0,Female,Desktop,10.04,10,3,1,1,0,1,17.99,49.28,1
9407,27.0,Female,Mobile,5.52,1,1,0,0,0,0,5.75,99.06,0
9408,57.0,Female,Desktop,9.69,9,2,3,0,1,0,15.85,61.28,1
9409,24.0,Male,Mobile,5.47,3,1,0,0,0,0,6.0,84.9,1
9410,36.0,Male,Mobile,11.12,9,3,2,1,1,1,14.93,46.59,1
9411,20.0,Female,Mobile,2.84,2,0,0,1,1,0,5.92,73.16,0
9412,53.0,Male,Mobile,15.79,14,12,8,0,0,1,27.42,35.7,1
9413,42.0,Male,Mobile,16.23,13,12,8,0,0,1,34.85,28.11,1
9414,39.0,Male,Mobile,4.42,2,0,0,0,1,0,3.98,98.19,0
9415,52.0,Female,Mobile,9.51,5,4,3,1,0,1,18.32,47.18,1
9416,39.0,Female,Mobile,2.88,3,0,0,0,1,0,2.72,72.17,1
9417,40.0,Female,Tablet,9.16,7,3,3,1,0,1,9.45,45.29,1
9418,39.0,Male,Mobile,17.38,6,3,1,1,1,1,14.47,36.31,1
9419,43.0,Male,Mobile,15.77,10,5,1,0,0,1,19.95,54.6,1
9420,33.0,Female,Mobile,14.83,11,4,2,1,0,1,20.0,32.58,1
9421,35.0,Female,Mobile,9.13,5,2,3,1,1,0,19.61,42.62,1
9422,46.0,Male,Mobile,12.88,9,5,3,0,0,1,17.72,39.27,1
9423,40.0,Female,Mobile,14.12,5,2,1,0,0,0,18.6,47.76,1
9424,36.0,Male,Mobile,14.75,9,3,1,0,0,1,15.14,50.35,1
9425,23.0,Female,Mobile,10.74,4,3,6,1,0,1,12.39,52.64,1
9426,52.0,Female,Mobile,27.12,18,13,7,1,0,1,22.8,38.08,1
9427,31.0,Female,Desktop,15.22,6,2,3,0,1,0,9.55,40.04,1
9428,47.0,Male,Mobile,27.08,18,7,4,0,0,1,28.28,32.54,1
9429,39.0,Female,Mobile,16.36,10,2,1,0,0,0,18.05,33.56,1
9430,25.0,Female,Mobile,22.14,12,11,5,0,0,1,31.85,7.78,1
9431,50.0,Female,Desktop,22.68,15,12,5,1,0,1,38.97,36.99,1
9432,40.0,Male,Mobile,4.39,3,0,0,1,0,0,5.46,99.13,0
9433,51.0,Male,Mobile,20.78,19,10,7,1,0,1,17.48,39.42,1
9434,36.0,Female,Mobile,8.13,10,4,3,1,1,1,14.17,52.03,1
9435,45.0,Female,Mobile,10.18,9,2,1,0,1,0,19.92,57.08,1
9436,20.0,Female,Mobile,12.39,5,4,1,1,0,1,15.81,60.56,1
9437,32.0,Female,Mobile,22.5,11,12,4,1,1,1,21.86,11.31,1
9438,25.0,Female,Mobile,3.69,4,0,0,1,1,0,2.82,95.69,0
9439,34.0,Male,Tablet,2.2,3,1,0,1,0,0,7.77,96.93,1
9440,42.0,Male,Desktop,22.18,18,10,6,1,0,1,36.73,33.84,1
9441,31.0,Male,Desktop,3.87,4,0,0,1,1,0,5.66,73.34,0
9442,46.0,Female,Mobile,7.89,3,0,0,0,0,0,6.97,77.91,0
9443,29.0,Male,Desktop,6.28,3,0,0,1,1,0,4.24,77.82,1
9444,46.0,Female,Mobile,10.17,11,3,3,0,0,1,16.9,61.72,1
9445,51.0,Male,Mobile,8.12,8,5,2,0,0,1,12.65,38.1,0
9446,48.0,Female,Mobile,4.12,1,0,0,0,0,0,2.76,93.62,1
9447,34.0,Male,Desktop,3.68,8,1,4,0,1,0,6.73,30.3,1
9448,18.0,Female,Mobile,18.21,13,10,5,1,0,1,18.18,20.92,1
9449,43.0,Male,Mobile,17.62,8,2,1,0,1,0,11.9,67.5,0
9450,36.0,Male,Tablet,12.05,5,5,1,1,0,1,8.7,42.69,1
9451,28.0,Female,Mobile,13.05,9,3,3,0,0,1,15.44,67.48,1
9452,32.0,Female,Mobile,22.21,14,6,3,1,0,1,36.59,34.72,1
9453,52.0,Female,Mobile,5.32,1,1,0,0,0,0,5.61,77.43,1
9454,26.0,Female,Mobile,2.2,1,1,0,0,0,0,7.24,80.37,0
9455,42.0,Female,Desktop,8.68,9,3,6,1,0,1,24.74,54.62,1
9456,40.0,Male,Mobile,15.02,11,4,1,1,1,1,8.49,61.24,1
9457,34.0,Male,Mobile,10.7,11,4,1,1,0,1,12.42,40.44,1
9458,44.0,Male,Mobile,12.84,7,1,4,0,0,0,9.57,62.05,1
9459,54.0,Female,Mobile,28.36,15,10,6,0,0,1,25.77,8.15,1
9460,35.0,Male,Mobile,12.56,6,3,2,0,1,1,9.61,47.29,1
9461,35.0,Male,Mobile,26.7,10,13,5,1,0,1,21.09,21.93,1
9462,44.0,Male,Tablet,3.7,4,0,0,1,1,0,2.19,82.61,0
9463,47.0,Male,Mobile,29.49,16,12,8,1,1,1,32.85,27.51,1
9464,36.0,Female,Desktop,8.39,11,4,2,1,1,1,19.03,68.28,1
9465,34.0,Female,Tablet,29.98,11,8,7,0,0,1,15.76,37.65,1
9466,18.0,Male,Mobile,13.62,4,4,6,0,0,1,18.76,72.82,1
9467,30.0,Male,Mobile,5.06,3,4,3,0,1,1,5.72,39.37,1
